church_father,CF_ID,Bullinger_ID,work,language,source,editor,source_url
Anicius Manlius Severinus Boethius,cf024,P18989,De arithmetica,lat,063_Boetius_De-arithmetica.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2753/7746
Anicius Manlius Severinus Boethius,cf024,P18989,De musica,lat,063_Boetius_De-musica.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2755/7748
Anicius Manlius Severinus Boethius,cf024,P18989,De unitate et uno,lat,063_Boetius_De-unitate-et-uno.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2756/7749
Anicius Manlius Severinus Boethius,cf024,P18989,In librum De interpretatione Aristotelis Maior,lat,064_Aristoteles_-Boetius_In-librum-De-interpretatione-Aristotelis-Maior.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2777/7770
Anicius Manlius Severinus Boethius,cf024,P18989,In librum De interpretatione Aristotelis Minor,lat,064_Aristoteles_-Boetius_In-librum-De-interpretatione-Aristotelis-Minor.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2778/7771
Anicius Manlius Severinus Boethius,cf024,P18989,Interpretatio Elenchorum sophisticorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Elenchorum-sophisticorum-Aristotelis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2779/7772
Anicius Manlius Severinus Boethius,cf024,P18989,Interpretatio Posteriorum analyticorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Posteriorum-analyticorum-Aristotelis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2780/7773
Anicius Manlius Severinus Boethius,cf024,P18989,Interpretatio Topicorum Aristotelis,lat,064_Aristoteles_-Boetius_Interpretatio-Topicorum-Aristotelis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2782/7775
Anicius Manlius Severinus Boethius,cf024,P18989,Commentaria in Topica Ciceronis,lat,064_Boetius_Commentaria-in-Topica-Ciceronis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2785/7778
Anicius Manlius Severinus Boethius,cf024,P18989,Confessio fidei,lat,064_Boetius_Confessio-fidei.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2786/7779
Anicius Manlius Severinus Boethius,cf024,P18989,De Trinitate,lat,064_Boetius_De-Trinitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2787/7780
Anicius Manlius Severinus Boethius,cf024,P18989,De diffinitione,lat,064_Boetius_De-diffinitione.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2789/7782
Anicius Manlius Severinus Boethius,cf024,P18989,De disciplina scholarium,lat,064_Boetius_De-disciplina-scholarium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2790/7783
Anicius Manlius Severinus Boethius,cf024,P18989,De praedicatione trium personarum,lat,064_Boetius_De-praedicatione-trium-personarum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2793/7786
Anicius Manlius Severinus Boethius,cf024,P18989,De syllogismo hypothetico,lat,064_Boetius_De-syllogismo-hypothetico.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2795/7788
Anicius Manlius Severinus Boethius,cf024,P18989,Dialogi in Porphyrium,lat,064_Boetius_Dialogi-in-Porphyrium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2796/7789
Anicius Manlius Severinus Boethius,cf024,P18989,Distinctio locorum rhetoricorum,lat,064_Boetius_Distinctio-locorum-rhetoricorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2797/7790
Anicius Manlius Severinus Boethius,cf024,P18989,Speculatio de rhetoricae cognatione,lat,064_Boetius_Speculatio-de-rhetoricae-cognatione.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1139/2799/7792
Anicius Manlius Severinus Boethius,cf024,P18989,Analytica priora Aristotelis latine versa,lat,dlt000038.xml,"Correzione linguistica e codifica XML da Manuela Ferroni; Analytica priora Aristotelis latine versa, recensio Florentina partim recensio Carnutensis in Analytica priora, translatio Boethii (recensiones duae), translatio anonyma, pseudo-Philoponi aliorumque scholia, specimina translationum recentiorum, ed. L. Minio-Paluello, Desclée de Brouwer, Bruges-Paris 1962.",https://mlat.uzh.ch/browser?path=1139/14488/14299
Anicius Manlius Severinus Boethius,cf024,P18989,Categoriae Aristotelis Latine versae,lat,dlt000041.xml,,https://mlat.uzh.ch/browser?path=1139/14500/14311
Anicius Manlius Severinus Boethius,cf024,P18989,In categorias Aristotelis commentarius,lat,dlt000042.xml,,https://mlat.uzh.ch/browser?path=1139/14590/14412
Anicius Manlius Severinus Boethius,cf024,P18989,Philosophiae consolatio,lat,dlt000043.xml,"Codifica XML: Simona Musso; Correzione linguistica: Giancarlo Bessi; Anicii Manlii Seuerini Boethii, Philosophiae consolatio, iteratis curis edidit L. Bieler, Turnholti 1984 (I ed. 1957) (Corpus Christianorum series latina, 94)",https://mlat.uzh.ch/browser?path=1139/14628/14451
Anicius Manlius Severinus Boethius,cf024,P18989,De differentiis topicis,lat,dlt000044.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Manlii Seuerini Boetii,",https://mlat.uzh.ch/browser?path=1139/2788/14339
Anicius Manlius Severinus Boethius,cf024,P18989,De divisione,lat,dlt000045.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Anicii Manlii Seuerini Boethii,https://mlat.uzh.ch/browser?path=1139/2791/14340
Anicius Manlius Severinus Boethius,cf024,P18989,De sophisticis elenchis liber Aristotelis latine versus,lat,dlt000046.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Aristoteles Latinus VI 1-3,",https://mlat.uzh.ch/browser?path=1139/14549/14367
Anicius Manlius Severinus Boethius,cf024,P18989,Peri hermeneias liber Aristotelis latine versus,lat,dlt000048.xml,"Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni; Aristoteles Latinus II 1-2,",https://mlat.uzh.ch/browser?path=1139/14626/14449
Anicius Manlius Severinus Boethius,cf024,P18989,De syllogismo categorico,lat,dlt000055.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni,https://mlat.uzh.ch/browser?path=1139/2794/14370
Anicius Manlius Severinus Boethius,cf024,P18989,Introductio ad syllogismos cathegoricus,lat,dlt000056.xml,Codifica XML: Manuela Ferroni; Correzione linguistica: Manuela Ferroni,https://mlat.uzh.ch/browser?path=1139/14594/14416
Anicius Manlius Severinus Boethius,cf024,P18989,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa001.opp-lat3.xml,,https://mlat.uzh.ch/browser?path=1139/15146/14875
Anicius Manlius Severinus Boethius,cf024,P18989,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa007.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=1139/15093/14822
Anicius Manlius Severinus Boethius,cf024,P18989,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0058.stoa007.opp-lat3.xml,,https://mlat.uzh.ch/browser?path=1139/15094/14823
Papst Gregor I. (der Große),cf025,P18489,Prolegomena,lat,066_Gregorius-I_Prolegomena.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/2840/7835
Papst Gregor I. (der Große),cf025,P18489,Moralia,lat,075_Gregorius-I_Moralia.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/21541/21427
Papst Gregor I. (der Große),cf025,P18489,Tabulae donariorum marmoreae,lat,075_Gregorius-I_Tabulae-donariorum-marmoreae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3043/8045
Papst Gregor I. (der Große),cf025,P18489,De mortalitate,lat,076_Gregorius-I_De-mortalitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3050/8052
Papst Gregor I. (der Große),cf025,P18489,Homiliae in Evangelia,lat,076_Gregorius-I_Homiliae-in-Evangelia.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3051/8053
Papst Gregor I. (der Große),cf025,P18489,Homiliae in Ezechielem,lat,076_Gregorius-I_Homiliae-in-Ezechielem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/21527/21412
Papst Gregor I. (der Große),cf025,P18489,Moralia II,lat,076_Gregorius-I_Moralia-II.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3052/8054
Papst Gregor I. (der Große),cf025,P18489,Appendix 1,lat,077_Gregorius-I_Appendix-1.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3059/8062
Papst Gregor I. (der Große),cf025,P18489,Dialogi,lat,077_Gregorius-I_Dialogi.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3060/8063
Papst Gregor I. (der Große),cf025,P18489,Epistolae,lat,077_Gregorius-I_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3061/8064
Papst Gregor I. (der Große),cf025,P18489,Regula pastoralis,lat,077_Gregorius-I_Regula-pastoralis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/21548/21435
Papst Gregor I. (der Große),cf025,P18489,Aliae benedictiones,lat,078_Gregorius-I_Aliae-benedictiones.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3082/8085
Papst Gregor I. (der Große),cf025,P18489,Appendix 2,lat,078_Gregorius-I_Appendix-2.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3083/8086
Papst Gregor I. (der Große),cf025,P18489,Appendix ad Librum sacramentorum,lat,078_Gregorius-I_Appendix-ad-Librum-sacramentorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3084/8087
Papst Gregor I. (der Große),cf025,P18489,Benedictionale,lat,078_Gregorius-I_Benedictionale.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3085/8088
Papst Gregor I. (der Große),cf025,P18489,Benedictiones,lat,078_Gregorius-I_Benedictiones.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3086/8089
Papst Gregor I. (der Große),cf025,P18489,Constitutiones Lateranenses,lat,078_Gregorius-I_Constitutiones-Lateranenses.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3087/8090
Papst Gregor I. (der Große),cf025,P18489,Hymni,lat,078_Gregorius-I_Hymni.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3088/8091
Papst Gregor I. (der Große),cf025,P18489,Liber antiphonarius,lat,078_Gregorius-I_Liber-antiphonarius.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3089/8092
Papst Gregor I. (der Große),cf025,P18489,Liber responsalis,lat,078_Gregorius-I_Liber-responsalis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3090/8093
Papst Gregor I. (der Große),cf025,P18489,Liber sacramentorum,lat,078_Gregorius-I_Liber-sacramentorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3091/8094
Papst Gregor I. (der Große),cf025,P18489,Commentarii in librum I Regum,lat,079_Gregorius-I_Commentarii-in-librum-I-Regum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/21470/21352
Papst Gregor I. (der Große),cf025,P18489,Concordia testimoniorum S. Scripturae,lat,079_Gregorius-I_Concordia-testimoniorum-S.-Scripturae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3100/8103
Papst Gregor I. (der Große),cf025,P18489,Expositio in psalmos poenitentiales,lat,079_Gregorius-I_Expositio-in-psalmos-poenitentiales.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3101/8104
Papst Gregor I. (der Große),cf025,P18489,Expositio super Cantica canticorum,lat,079_Gregorius-I_Expositio-super-Cantica-canticorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1165/3102/8105
Papst Gregor I. (der Große),cf025,P18489,Rescriptum beati Gregorii papae ad Augustinum episcopum quem Saxoniam in praedicatione direxerat seu Libellus responsionum,,Rescriptum_beati_Gregorii_Papae_ad_Augustinum_episcopum_quem_Saxoniam_in_praedicatione_direxerat.xml,"Mattaloni, Valeria",https://mlat.uzh.ch/browser?path=1165/20774/21082
Isidor von Sevilla,cf026,P18057,Appendix VII: Ad lectorem,lat,081_Isidorus-Hispalensis_Appendix-VII_-Ad-lectorem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3169/8174
Isidor von Sevilla,cf026,P18057,Appendix VI: Praefatio Collectionis canonum,lat,081_Isidorus-Hispalensis_Appendix-VI_-Praefatio-Collectionis-canonum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3170/8175
Isidor von Sevilla,cf026,P18057,Allegoriae sacrae Scripturae,lat,083_Isidorus-Hispalensis_Allegoriae-sacrae-Scripturae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3196/8202
Isidor von Sevilla,cf026,P18057,Appendix ad libros Regum,lat,083_Isidorus-Hispalensis_Appendix-ad-libros-Regum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3197/8203
Isidor von Sevilla,cf026,P18057,De ecclesiasticis officiis,lat,083_Isidorus-Hispalensis_De-ecclesiasticis-officiis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3199/8205
Isidor von Sevilla,cf026,P18057,De fide Catholica,lat,083_Isidorus-Hispalensis_De-fide-Catholica.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3200/8206
Isidor von Sevilla,cf026,P18057,De natura rerum,lat,083_Isidorus-Hispalensis_De-natura-rerum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3201/8207
Isidor von Sevilla,cf026,P18057,De ordine creaturarum,lat,083_Isidorus-Hispalensis_De-ordine-creaturarum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3202/8208
Isidor von Sevilla,cf026,P18057,De ortu et obitu Patrum,lat,083_Isidorus-Hispalensis_De-ortu-et-obitu-Patrum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3203/8209
Isidor von Sevilla,cf026,P18057,De viris illustribus,lat,083_Isidorus-Hispalensis_De-viris-illustribus.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3204/8210
Isidor von Sevilla,cf026,P18057,Differentiae,lat,083_Isidorus-Hispalensis_Differentiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3205/8211
Isidor von Sevilla,cf026,P18057,Epistolae,lat,083_Isidorus-Hispalensis_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3206/8212
Isidor von Sevilla,cf026,P18057,Historia de regibus,lat,083_Isidorus-Hispalensis_Historia-de-regibus.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3207/8213
Isidor von Sevilla,cf026,P18057,Liber numerorum qui in sanctis Scripturis occurrunt,lat,083_Isidorus-Hispalensis_Liber-numerorum-qui-in-sanctis-Scripturis-occurrunt.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3208/8214
Isidor von Sevilla,cf026,P18057,Prooemia in libros Veteris ac Novi Testamenti,lat,083_Isidorus-Hispalensis_Prooemia-in-libros-Veteris-ac-Novi-Testamenti.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3209/8215
Isidor von Sevilla,cf026,P18057,Quaestiones de Veteri et Novo Testamento,lat,083_Isidorus-Hispalensis_Quaestiones-de-Veteri-et-Novo-Testamento.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3210/8216
Isidor von Sevilla,cf026,P18057,Quaestiones in Veterum Testamentum,lat,083_Isidorus-Hispalensis_Quaestiones-in-Veterum-Testamentum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/21546/21433
Isidor von Sevilla,cf026,P18057,Regula monachorum 1,lat,083_Isidorus-Hispalensis_Regula-monachorum-1.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3211/8217
Isidor von Sevilla,cf026,P18057,Sententiae,lat,083_Isidorus-Hispalensis_Sententiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3212/8218
Isidor von Sevilla,cf026,P18057,Synonyma de lamentatione animae peccatricis,lat,083_Isidorus-Hispalensis_Synonyma-de-lamentatione-animae-peccatricis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3213/8219
Isidor von Sevilla,cf026,P18057,Regula monachorum 2,lat,103_Isidorus-Hispalensis_Regula-monachorum-2.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1318/3732/8755
Isidor von Sevilla,cf026,P18057,,,De_haeresibus.xml,"Martín Iglesias, José Carlos",https://mlat.uzh.ch/browser?path=1318/20597/20897
Isidor von Sevilla,cf026,P18057,Etymologiae,lat,Isidorus-Hispalensis_Etymologiae.xml,"Lindsay, Etymologiarum sive originum libri / XX recognovit brevique adnotatione critica instruxit Wallace M. Lindsay. OCR:",https://mlat.uzh.ch/browser?path=1318/3172/12183
Isidor von Sevilla,cf026,P18057,Chronica,lat,dlt000301.xml,"J. C. Martín,",https://mlat.uzh.ch/browser?path=1318/14506/14317
Isidor von Sevilla,cf026,P18057,"Dedicatio historiarum Gothorum, Vandalorum, Sueborum ad Sisenandum regem",lat,dlt000302.xml,,https://mlat.uzh.ch/browser?path=1318/14553/14372
Isidor von Sevilla,cf026,P18057,"Historia Gothorum, Vandalorum, Sueborum",lat,dlt000306.xml,"C. Rodríguez Alonso (ed.),",https://mlat.uzh.ch/browser?path=1318/14588/14410
Arnobius d.Ä.,cf028,P18974,Disputationes adversus gentes,lat,005_Arnobius-Afer_Disputationes-adversus-gentes.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=888/229/132
Arnobius d.Ä.,cf028,P18974,Segmentum,lat,005_Arnobius-Afer_Segmentum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=888/230/133
Arnobius d.Ä.,cf028,P18974,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0034.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=888/15066/14794
Iulius Firmicus Maternus,cf029,P18058,De errore profanarum religionum,lat,012_Julius-Firmicus-Maternus_De-errore-profanarum-religionum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=936/344/6899
Iulius Firmicus Maternus,cf029,P18058,Mathesis,lat,dlt000187.xml,"Iulii Firmici Materni,",https://mlat.uzh.ch/browser?path=936/12278/14427
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber I,lat,006_Lactantius_Divinarum-institutionum-liber-I.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/252/6807
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber II,lat,006_Lactantius_Divinarum-institutionum-liber-II.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/253/6808
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber III,lat,006_Lactantius_Divinarum-institutionum-liber-III.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/254/6809
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber IV,lat,006_Lactantius_Divinarum-institutionum-liber-IV.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/255/6810
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber V,lat,006_Lactantius_Divinarum-institutionum-liber-V.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/256/6811
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber VI,lat,006_Lactantius_Divinarum-institutionum-liber-VI.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/257/6812
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Divinarum institutionum liber VII,lat,006_Lactantius_Divinarum-institutionum-liber-VII.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=902/258/6813
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa001.opp-lat3.xml,,https://mlat.uzh.ch/browser?path=902/15085/14813
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa002.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15175/14904
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa004.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15080/14809
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa006.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15167/14896
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa007.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15184/14913
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa008.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15241/14972
Lucius Caecilius Firmianus Lactantius (Laktanz),cf030,P19001,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0171.stoa010.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=902/15252/14983
Gaius Marius Victorinus,cf031,P16781,Adversus Arium,lat,008_Marius-Victorinus_Adversus-Arium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/292/6847
Gaius Marius Victorinus,cf031,P16781,Contra duo principia Manichaeorum,lat,008_Marius-Victorinus_Contra-duo-principia-Manichaeorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/293/6848
Gaius Marius Victorinus,cf031,P16781,De generatione Divini Verbi,lat,008_Marius-Victorinus_De-generatione-Divini-Verbi.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/294/6849
Gaius Marius Victorinus,cf031,P16781,De homoousio recipiendo,lat,008_Marius-Victorinus_De-homoousio-recipiendo.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/295/6850
Gaius Marius Victorinus,cf031,P16781,De physicis,lat,008_Marius-Victorinus_De-physicis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/296/6851
Gaius Marius Victorinus,cf031,P16781,De verbis Scripturae,lat,008_Marius-Victorinus_De-verbis-Scripturae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/297/6852
Gaius Marius Victorinus,cf031,P16781,Hymni,lat,008_Marius-Victorinus_Hymni.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/298/6853
Gaius Marius Victorinus,cf031,P16781,In epistolam Pauli ad Ephesios,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Ephesios.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/299/6854
Gaius Marius Victorinus,cf031,P16781,In epistolam Pauli ad Galatas,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Galatas.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/300/6855
Gaius Marius Victorinus,cf031,P16781,In epistolam Pauli ad Philippenses,lat,008_Marius-Victorinus_In-epistolam-Pauli-ad-Philippenses.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=922/301/6856
Macrobius Ambrosius Theodosius,cf032,P21122,In somnium Scipionis commentarii,lat,dlt000338.xml,"Codifica XML: Valentina Rinaldi; Prima correzione: Simona Rota; Preparazione testo: Valentina Rinaldi; Macrobe,",https://mlat.uzh.ch/browser?path=14132/14591/14413
Macrobius Ambrosius Theodosius,cf032,P21122,Saturnalia,lat,dlt000339.xml,"Codifica XML: Valentina Rinaldi; Correzione linguistica: Manuela Naso, Valentina Rinaldi; Macrobii Ambrosii Theodosii, Saturnalia, recognovit brevique adnotatione critica instruxit R. A. Kaster, Oxonii e Typographeo Clarendoniano 2011",https://mlat.uzh.ch/browser?path=14132/14641/14464
Benedikt von Nursia,cf033,P17828,Opuscula,lat,066_Benedictus-Nursiae_Opuscula.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1163/2838/7833
Benedikt von Nursia,cf033,P17828,Regula cum commentariis,lat,066_Benedictus-Nursiae_Regula-cum-commentariis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1163/21547/21434
Clemens von Alexandrien,cf034,P17752,Protrepticus,lat; grc,tlg0555.tlg001.1st1K-grc1.xml,Otto Stählin,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg001.1st1K-grc1/
Clemens von Alexandrien,cf034,P17752,Paedagogus,grc,tlg0555.tlg002.1st1K-grc1.xml,Otto Stählin,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg002.1st1K-grc1/
Clemens von Alexandrien,cf034,P17752,Eclogae propheticae,grc; lat,tlg0555.tlg005.1st1K-grc1.xml,Otto Stählin,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg005.1st1K-grc1/
Clemens von Alexandrien,cf034,P17752,Quis dives salvetur,grc; lat,tlg0555.tlg006.1st1K-grc1.xml,Otto Stählin,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg006.1st1K-grc1/
Clemens von Alexandrien,cf034,P17752,Excerpta ex Theodoto,grc; lat,tlg0555.tlg007.1st1K-grc1.xml,Otto Stählin,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg0555.tlg007.1st1K-grc1/
Dionysius von Alexandria (Bischof),cf035,P21116,Epistola II,lat,005_Dionysius-Alexandrinus_Epistola-II.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=894/238/6793
Dionysius von Alexandria (Bischof),cf035,P21116,Epistolae,lat,005_Dionysius-Alexandrinus_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=894/239/6794
Claudius Gordianus Fulgentius,cf036,P4867,Contra sermonem Fastidiosi Ariani,lat,065_Fulgentius-Ruspensis_Contra-sermonem-Fastidiosi-Ariani.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2809/7803
Claudius Gordianus Fulgentius,cf036,P4867,De Trinitate,lat,065_Fulgentius-Ruspensis_De-Trinitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2810/7804
Claudius Gordianus Fulgentius,cf036,P4867,De fide,lat,065_Fulgentius-Ruspensis_De-fide.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2811/7805
Claudius Gordianus Fulgentius,cf036,P4867,De incarnatione filii Dei,lat,065_Fulgentius-Ruspensis_De-incarnatione-filii-Dei.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2812/7806
Claudius Gordianus Fulgentius,cf036,P4867,De remissione peccatorum,lat,065_Fulgentius-Ruspensis_De-remissione-peccatorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2813/7807
