church_father,CF_ID,Bullinger_ID,work,language,source,editor,source_url
Claudius Gordianus Fulgentius,cf036,P4867,De veritate praedestinationis,lat,065_Fulgentius-Ruspensis_De-veritate-praedestinationis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2814/7808
Claudius Gordianus Fulgentius,cf036,P4867,Epistolae,lat,065_Fulgentius-Ruspensis_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2815/7809
Claudius Gordianus Fulgentius,cf036,P4867,Instrumenta fidei,lat,065_Fulgentius-Ruspensis_Instrumenta-fidei.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2816/7810
Claudius Gordianus Fulgentius,cf036,P4867,Libri ad Monimum,lat,065_Fulgentius-Ruspensis_Libri-ad-Monimum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2817/7811
Claudius Gordianus Fulgentius,cf036,P4867,Libri ad Trasimundum,lat,065_Fulgentius-Ruspensis_Libri-ad-Trasimundum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2818/7812
Claudius Gordianus Fulgentius,cf036,P4867,Pro fide Catholica,lat,065_Fulgentius-Ruspensis_Pro-fide-Catholica.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2819/7813
Claudius Gordianus Fulgentius,cf036,P4867,Responsio contra Arianos,lat,065_Fulgentius-Ruspensis_Responsio-contra-Arianos.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2820/7814
Claudius Gordianus Fulgentius,cf036,P4867,Sermones inediti,lat,065_Fulgentius-Ruspensis_Sermones-inediti.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2821/7815
Claudius Gordianus Fulgentius,cf036,P4867,Sermones,lat,065_Fulgentius-Ruspensis_Sermones.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1153/2822/7816
Gennadius von Marseille,cf037,P17933,Vita I S. Hieronymi,lat,022_Gennadius-Massiliensis_Vita-I-S.-Hieronymi.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/575/7131
Gennadius von Marseille,cf037,P17933,De ecclesiasticis dogmatibus,lat,058_Gennadius-Massiliensis_De-ecclesiasticis-dogmatibus.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/2677/7667
Gennadius von Marseille,cf037,P17933,De scriptoribus ecclesiasticis,lat,058_Gennadius-Massiliensis_De-scriptoribus-ecclesiasticis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/2678/7668
Gennadius von Marseille,cf037,P17933,Notitia 1,lat,058_Gennadius-Massiliensis_Notitia-1.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/2679/7669
Gennadius von Marseille,cf037,P17933,Notitia 2,lat,061_Gennadius-Massiliensis_Notitia-2.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/2723/7715
Gennadius von Marseille,cf037,P17933,Testimonia,lat,103_Gennadius-Massiliensis_Testimonia.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=998/3728/8751
Novatian,cf038,P19886,De cibis Judaicis,lat,003_Novatianus_De-cibis-Judaicis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=881/196/99
Novatian,cf038,P19886,De trinitate,lat,003_Novatianus_De-trinitate.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=881/197/100
Novatian,cf038,P19886,Epistola ad S. Cyprianum,lat,003_Novatianus_Epistola-ad-S.-Cyprianum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=881/198/101
Quodvultdeus Carthaginiensis,cf039,P19409,Epistolae,lat,042_Quodvultdeus_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1050/2465/7450
Rufinus von Aquileia,cf040,P18889,Apologia ad Anastasium,lat,021_Rufinus-Aquileiensis_Apologia-ad-Anastasium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/561/7117
Rufinus von Aquileia,cf040,P18889,Apologia in Sanctum Hieronymum,lat,021_Rufinus-Aquileiensis_Apologia-in-Sanctum-Hieronymum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/562/7118
Rufinus von Aquileia,cf040,P18889,Commentarius in Symbolum apostolorum,lat,021_Rufinus-Aquileiensis_Commentarius-in-Symbolum-apostolorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/563/7119
Rufinus von Aquileia,cf040,P18889,De benedictionibus patriarcharum,lat,021_Rufinus-Aquileiensis_De-benedictionibus-patriarcharum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/21480/21363
Rufinus von Aquileia,cf040,P18889,Historia ecclesiastica,lat,021_Rufinus-Aquileiensis_Historia-ecclesiastica.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/564/7120
Rufinus von Aquileia,cf040,P18889,Historia monachorum,lat,021_Rufinus-Aquileiensis_Historia-monachorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/565/7121
Rufinus von Aquileia,cf040,P18889,Opera Tyrannii Rufini,lat,021_Rufinus-Aquileiensis_Opera-Tyrannii-Rufini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/566/7122
Rufinus von Aquileia,cf040,P18889,Confessio fidei,lat,048_Rufinus-Aquileiensis_Confessio-fidei.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/2542/7527
Rufinus von Aquileia,cf040,P18889,Praefatio,lat,103_Rufinus-Aquileiensis_Praefatio.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1000/3737/8760
Rufinus von Aquileia,cf040,P18889,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0244d.stoa005.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=1000/15267/14998
Salamanes Hermeias Sozomenos,cf041,P19014,Historia tripartita,lat,069_Sozomenus_-Socrates_-Theodoretus_-Cassiodorus-Vivariensis_Historia-tripartita.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20464/2913/7911
Sulpicius Severus,cf042,P18343,Epistolae 1,lat,020_Sulpicius-Severus_Epistolae-1.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=993/545/7101
Sulpicius Severus,cf042,P18343,Excerpta,lat,073_Sulpicius-Severus_-Joannes-Cassianus_Excerpta.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=993/3024/8025
Sulpicius Severus,cf042,P18343,Epistolae 2,lat,080_Sulpicius-Severus_Epistolae-2.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=993/3160/8165
Sulpicius Severus,cf042,P18343,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0270.stoa001.opp-lat1.xml,,https://mlat.uzh.ch/browser?path=993/15091/14820
Sulpicius Severus,cf042,P18343,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0270.stoa002.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=993/15318/15049
Sulpicius Severus,cf042,P18343,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0270.stoa003.opp-lat2.xml,,https://mlat.uzh.ch/browser?path=993/15210/14940
Tatian,cf043,P20001,Oratio ad Graecos,grc; lat,tlg1766.tlg001.perseus-grc1.xml,Johann Carl Theodor Otto,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1766.tlg001.perseus-grc1/
Clemens von Rom,cf044,,Epistula I ad Corinthios,grc; lat,tlg1271.tlg001.1st1K-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg001.1st1K-grc1/
Clemens von Rom,cf044,,Epistula II ad Corinthios,grc; lat,tlg1271.tlg002.1st1K-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg002.1st1K-grc1/
Clemens von Rom,cf044,,Ἐπιστολὴ Πέτρου πρὸς Ἰάκωβον,grc,tlg1271.tlg003.1st1K-grc1.xml,Albert Schwegler,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg003.1st1K-grc1/
Clemens von Rom,cf044,,Διαμαρτυρία περὶ τῶν τοῦ βιβλίου λαμβανόντων,grc,tlg1271.tlg004.1st1K-grc1.xml,Albert Schwegler,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg004.1st1K-grc1/
Clemens von Rom,cf044,,Ἐπιστολὴ Κλήμεντος πρὸς Ἰάκωβον,grc,tlg1271.tlg005.1st1K-grc1.xml,Albert Schwegler,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg005.1st1K-grc1/
Clemens von Rom,cf044,,Ὁμίλαι,grc,tlg1271.tlg006.1st1K-grc1.xml,Albert Schwegler,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg006.1st1K-grc1/
Clemens von Rom,cf044,,Epistulae de virginitate [Sp.],grc; lat,tlg1271.tlg010.1st1K-grc1.xml,Francis Xavier Funk; Francis Diekamp,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg010.1st1K-grc1/
Clemens von Rom,cf044,,Clementina Epitome Prior Edita Correctior,grc; lat,tlg1271.tlg011.1st1K-grc1.xml,Albert Dressel,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg011.1st1K-grc1/
Clemens von Rom,cf044,,Clementina Epitome Altera Nunc Primum Edita,grc; lat,tlg1271.tlg012.1st1K-grc1.xml,Albert Dressel,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1271.tlg012.1st1K-grc1/
Barnabas (Epistula Barnabae),cf045,,Βαρνάβα ἐπιστολή,grc; lat,tlg1216.tlg001.opp-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1216.tlg001.opp-grc1/
Hermas (Pastor Hermae),cf046,,Ποιμὴν,grc,tlg1419.tlg001.1st1K-grc1.xml,Kirsopp Lake,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg1419.tlg001.1st1K-grc1/
Gregor von Nyssa,cf047,,De creatione hominis,lat,067_Gregorius-Nyssenus_-Dionysius-Exiguus_De-creatione-hominis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20422/2872/7867
Gregor von Nyssa,cf047,,Epistola ad Petrum,lat,067_Gregorius-Nyssenus_-Dionysius-Exiguus_Epistola-ad-Petrum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20422/2873/7868
Methodius von Olympus,cf048,,Symposium Sive Convivium Decem Virginum,grc; lat; deu,tlg2959.tlg001.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg001.opp-grc1/
Methodius von Olympus,cf048,,De Libero Arbitrio,grc; lat; deu,tlg2959.tlg002.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg002.opp-grc1/
Methodius von Olympus,cf048,,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)",grc; lat; deu,tlg2959.tlg005.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg005.opp-grc1/
Methodius von Olympus,cf048,,Adversus Porphyrium (Fragmenta),grc; lat; deu,tlg2959.tlg006.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg006.opp-grc1/
Methodius von Olympus,cf048,,Fragmenta In Job (In Catenis),grc; lat; deu,tlg2959.tlg007.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg007.opp-grc1/
Methodius von Olympus,cf048,,De Martyribus (Fragmenta),grc; lat; deu,tlg2959.tlg008.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg008.opp-grc1/
Methodius von Olympus,cf048,,Fragmenta Incerta [Sp.],grc; lat; deu,tlg2959.tlg010.opp-grc1.xml,D.G. Nathanael Bonwetsch,https://scaife.perseus.org/reader/urn:cts:greekLit:tlg2959.tlg010.opp-grc1/
Maximus Confessor,cf049,,Documenta varia,lat,080_Maximus-Constantinopolitanus_Documenta-varia.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1308/3154/8157
Johannes von Damaskus,cf050,,Vita SS. Barlaam et Josaphat,lat,073_Joannes-Damascenus_-Billius-Jacobus_Vita-SS.-Barlaam-et-Josaphat.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20443/3017/8018
Leo I. (der Große),cf051,,Appendix prima,lat,054_Leo-I_Appendix-prima.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2640/7628
Leo I. (der Große),cf051,,Appendix secunda,lat,054_Leo-I_Appendix-secunda.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2641/7629
Leo I. (der Große),cf051,,Epistolae,lat,054_Leo-I_Epistolae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2642/7630
Leo I. (der Große),cf051,,Sermones,lat,054_Leo-I_Sermones.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2643/7631
Leo I. (der Große),cf051,,De haeresi Pelagiana,lat,055_Leo-I_De-haeresi-Pelagiana.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2647/7635
Leo I. (der Große),cf051,,De haeresi et historia Eutychiana,lat,055_Leo-I_De-haeresi-et-historia-Eutychiana.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2648/7636
Leo I. (der Große),cf051,,De haeresi et historia Manichaeorum,lat,055_Leo-I_De-haeresi-et-historia-Manichaeorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2649/7637
Leo I. (der Große),cf051,,De haeresi et historia Priscillianistarum,lat,055_Leo-I_De-haeresi-et-historia-Priscillianistarum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2650/7638
Leo I. (der Große),cf051,,De vocatione omnium gentium,lat,055_Leo-I_De-vocatione-omnium-gentium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2651/7639
Leo I. (der Große),cf051,,Epistola LXXXVIII,lat,055_Leo-I_Epistola-LXXXVIII.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2652/7640
Leo I. (der Große),cf051,,Sacramenta Romanae Ecclesiae,lat,055_Leo-I_Sacramenta-Romanae-Ecclesiae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2653/7641
Leo I. (der Große),cf051,,Sermones inediti,lat,056_Leo-I_Sermones-inediti.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/21553/21442
Leo I. (der Große),cf051,,Epistola ad Flavianum,lat,062_Leo-I_Epistola-ad-Flavianum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1098/2737/7729
Prosper von Aquitanien,cf052,,Chronicon Prosperi Aquitanici,lat,027_Prosper-Aquitanus_Chronicon-Prosperi-Aquitanici.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/638/7194
Prosper von Aquitanien,cf052,,Epistola CCXXV,lat,044_Prosper-Aquitanus_Epistola-CCXXV.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2503/7488
Prosper von Aquitanien,cf052,,Contra Collatorem,lat,045_Prosper-Aquitanus_Contra-Collatorem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2512/7497
Prosper von Aquitanien,cf052,,De gratia et libero arbitrio,lat,045_Prosper-Aquitanus_De-gratia-et-libero-arbitrio.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2513/7498
Prosper von Aquitanien,cf052,,Epigramma in obtrectatorem Augustini,lat,045_Prosper-Aquitanus_Epigramma-in-obtrectatorem-Augustini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2514/7499
Prosper von Aquitanien,cf052,,Responsiones ad capitula Gallorum,lat,045_Prosper-Aquitanus_Responsiones-ad-capitula-Gallorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2515/7500
Prosper von Aquitanien,cf052,,Responsiones ad excerpta Genuensium,lat,045_Prosper-Aquitanus_Responsiones-ad-excerpta-Genuensium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2516/7501
Prosper von Aquitanien,cf052,,Responsiones ad objectiones Vincentianas,lat,045_Prosper-Aquitanus_Responsiones-ad-objectiones-Vincentianas.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2517/7502
Prosper von Aquitanien,cf052,,Sententiae delibatae ex Augustino,lat,045_Prosper-Aquitanus_Sententiae-delibatae-ex-Augustino.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2518/7503
Prosper von Aquitanien,cf052,,Appendicula ad Chronicum,lat,051_Prosper-Aquitanus_Appendicula-ad-Chronicum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2585/7571
Prosper von Aquitanien,cf052,,Carmen de ingratis,lat,051_Prosper-Aquitanus_Carmen-de-ingratis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2586/7572
Prosper von Aquitanien,cf052,,Chronicum integrum,lat,051_Prosper-Aquitanus_Chronicum-integrum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2587/7573
Prosper von Aquitanien,cf052,,Contra collatorem,lat,051_Prosper-Aquitanus_Contra-collatorem.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2512/7574
Prosper von Aquitanien,cf052,,De gratia Dei et libero arbitrio voluntatis,lat,051_Prosper-Aquitanus_De-gratia-Dei-et-libero-arbitrio-voluntatis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2588/7575
Prosper von Aquitanien,cf052,,Epigramma alterum in obtractorem Augustini,lat,051_Prosper-Aquitanus_Epigramma-alterum-in-obtractorem-Augustini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2589/7576
Prosper von Aquitanien,cf052,,Epigramma in obtractorem Augustini,lat,051_Prosper-Aquitanus_Epigramma-in-obtractorem-Augustini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2590/7577
Prosper von Aquitanien,cf052,,Epigrammata ex sententiis Augustini,lat,051_Prosper-Aquitanus_Epigrammata-ex-sententiis-Augustini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2591/7578
Prosper von Aquitanien,cf052,,Epistola ad Rufinum,lat,051_Prosper-Aquitanus_Epistola-ad-Rufinum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2592/7579
Prosper von Aquitanien,cf052,,Epistola ad Augustinum,lat,051_Prosper-Aquitanus_Epistola_ad_Augustinum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2593/7580
Prosper von Aquitanien,cf052,,Epitaphium Nestorianae et Pelagianae haeresium,lat,051_Prosper-Aquitanus_Epitaphium-Nestorianae-et-Pelagianae-haeresium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2594/7581
Prosper von Aquitanien,cf052,,Expositio Psalmorum a C usque ad CL,lat,051_Prosper-Aquitanus_Expositio-Psalmorum-a-C-usque-ad-CL.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2595/7582
Prosper von Aquitanien,cf052,,Responsiones pro Augustino ad capitula Gallorum,lat,051_Prosper-Aquitanus_Responsiones-pro-Augustino-ad-capitula-Gallorum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2596/7583
Prosper von Aquitanien,cf052,,Responsiones pro Augustino ad capitula objectionum Vincentianarum,lat,051_Prosper-Aquitanus_Responsiones-pro-Augustino-ad-capitula-objectionum-Vincentianarum.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/21549/21437
Prosper von Aquitanien,cf052,,Responsiones pro Augustino ad excerpta Genuensium,lat,051_Prosper-Aquitanus_Responsiones-pro-Augustino-ad-excerpta-Genuensium.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2597/7584
Prosper von Aquitanien,cf052,,Sententiae delibatae ex operibus S. Augustini,lat,051_Prosper-Aquitanus_Sententiae-delibatae-ex-operibus-S.-Augustini.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=1016/2598/7585
Ephrem der Syrer,cf053,,Vita S. Abrahae,lat,073_Ephraem-Edessensis_-Auctor-incertus_Vita-S.-Abrahae.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20426/3013/8014
Ephrem der Syrer,cf053,,Vita S. Mariae meretricis,lat,073_Ephraem-Edessensis_-Auctor-incertus_Vita-S.-Mariae-meretricis.xml,Jacques-Paul Migne,https://mlat.uzh.ch/browser?path=20426/3014/8015
