church_father,work,language,source,_editor
Sophronius Eusebius Hieronymus,Commentaria in Sophoniam,lat,025_Hieronymus-Stridonensis_Commentaria-in-Sophoniam.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Zachariam,lat,025_Hieronymus-Stridonensis_Commentaria-in-Zachariam.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Epistolam ad Ephesios,lat,026_Hieronymus-Stridonensis_Commentaria-in-Epistolam-ad-Ephesios.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Epistolam ad Galatas,lat,026_Hieronymus-Stridonensis_Commentaria-in-Epistolam-ad-Galatas.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Epistolam ad Philemonem,lat,026_Hieronymus-Stridonensis_Commentaria-in-Epistolam-ad-Philemonem.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Epistolam ad Titum,lat,026_Hieronymus-Stridonensis_Commentaria-in-Epistolam-ad-Titum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Job,lat,026_Hieronymus-Stridonensis_Commentaria-in-Job.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Commentaria in Matthaeum,lat,026_Hieronymus-Stridonensis_Commentaria-in-Matthaeum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Chronicon S. Hieronymi,lat,027_Hieronymus-Stridonensis_Chronicon-S.-Hieronymi.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Canticum Canticorum,lat,028_Hieronymus-Stridonensis_Canticum-Canticorum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Danielis,lat,028_Hieronymus-Stridonensis_Liber-Danielis.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Deuteronomii,lat,028_Hieronymus-Stridonensis_Liber-Deuteronomii.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Ecclesiastes,lat,028_Hieronymus-Stridonensis_Liber-Ecclesiastes.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Esther,lat,028_Hieronymus-Stridonensis_Liber-Esther.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Exodi,lat,028_Hieronymus-Stridonensis_Liber-Exodi.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Ezechielis,lat,028_Hieronymus-Stridonensis_Liber-Ezechielis.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Ezrae,lat,028_Hieronymus-Stridonensis_Liber-Ezrae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Genesis,lat,028_Hieronymus-Stridonensis_Liber-Genesis.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Isaiae,lat,028_Hieronymus-Stridonensis_Liber-Isaiae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Jeremiae,lat,028_Hieronymus-Stridonensis_Liber-Jeremiae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Job 1,lat,028_Hieronymus-Stridonensis_Liber-Job-1.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Josue,lat,028_Hieronymus-Stridonensis_Liber-Josue.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Judicum,lat,028_Hieronymus-Stridonensis_Liber-Judicum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Levitici,lat,028_Hieronymus-Stridonensis_Liber-Levitici.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Numerorum,lat,028_Hieronymus-Stridonensis_Liber-Numerorum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Paralipomenon,lat,028_Hieronymus-Stridonensis_Liber-Paralipomenon.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Proverbiorum,lat,028_Hieronymus-Stridonensis_Liber-Proverbiorum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Psalmorum 1,lat,028_Hieronymus-Stridonensis_Liber-Psalmorum-1.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Ruth,lat,028_Hieronymus-Stridonensis_Liber-Ruth.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Libri Samuelis et Malachim,lat,028_Hieronymus-Stridonensis_Libri-Samuelis-et-Malachim.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Libri XII Prophetarum,lat,028_Hieronymus-Stridonensis_Libri-XII-Prophetarum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Praefatio in Pentateuchum,lat,028_Hieronymus-Stridonensis_Praefatio-in-Pentateuchum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Praefatio in libros Salomonis,lat,028_Hieronymus-Stridonensis_Praefatio-in-libros-Salomonis.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Synopsis Bibliothecae divinae,lat,028_Hieronymus-Stridonensis_Synopsis-Bibliothecae-divinae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Actus apostolorum,lat,029_Hieronymus-Stridonensis_Actus-apostolorum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Apocalypsis Joannis,lat,029_Hieronymus-Stridonensis_Apocalypsis-Joannis.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Jacobi,lat,029_Hieronymus-Stridonensis_Epistola-Jacobi.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Joannis I,lat,029_Hieronymus-Stridonensis_Epistola-Joannis-I.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Joannis II,lat,029_Hieronymus-Stridonensis_Epistola-Joannis-II.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Joannis III,lat,029_Hieronymus-Stridonensis_Epistola-Joannis-III.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Judae,lat,029_Hieronymus-Stridonensis_Epistola-Judae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Colossenses,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Colossenses.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Corinthios I,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Corinthios-I.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Corinthios II,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Corinthios-II.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Ephesios,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Ephesios.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Galatas,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Galatas.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Hebraeos,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Hebraeos.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Philemonem,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Philemonem.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Philippenses,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Philippenses.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Romanos,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Romanos.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Thessalonicenses I,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Thessalonicenses-I.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Thessalonicenses II,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Thessalonicenses-II.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Timotheum I,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Timotheum-I.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Timotheum II,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Timotheum-II.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Pauli ad Titum,lat,029_Hieronymus-Stridonensis_Epistola-Pauli-ad-Titum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Petri I,lat,029_Hieronymus-Stridonensis_Epistola-Petri-I.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Epistola Petri II,lat,029_Hieronymus-Stridonensis_Epistola-Petri-II.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Evangelium secundum Joannem,lat,029_Hieronymus-Stridonensis_Evangelium-secundum-Joannem.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Evangelium secundum Lucam,lat,029_Hieronymus-Stridonensis_Evangelium-secundum-Lucam.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Evangelium secundum Marcum,lat,029_Hieronymus-Stridonensis_Evangelium-secundum-Marcum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Evangelium secundum Matthaeum,lat,029_Hieronymus-Stridonensis_Evangelium-secundum-Matthaeum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Job 2,lat,029_Hieronymus-Stridonensis_Liber-Job-2.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Judith,lat,029_Hieronymus-Stridonensis_Liber-Judith.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Psalmorum 2,lat,029_Hieronymus-Stridonensis_Liber-Psalmorum-2.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Liber Tobiae,lat,029_Hieronymus-Stridonensis_Liber-Tobiae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Praefatio in Evangelia,lat,029_Hieronymus-Stridonensis_Praefatio-in-Evangelia.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Praefationes aliae,lat,029_Hieronymus-Stridonensis_Praefationes-aliae.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,De formis Hebraicarum litterarum,lat,030_Hieronymus-Stridonensis_De-formis-Hebraicarum-litterarum.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Vita S. Pauli,lat,073_Hieronymus-Stridonensis_Vita-S.-Pauli.xml,Jacques-Paul Migne
Sophronius Eusebius Hieronymus,Prologus,lat,165_Hieronymus-Stridonensis_Prologus.xml,Jacques-Paul Migne
Augustinus von Hippo,Admonitio in sequens fragmentum,lat,006_Augustinus-Hipponensis_Admonitio-in-sequens-fragmentum.xml,Jacques-Paul Migne
Augustinus von Hippo,Dictum Rheticii de baptismo,lat,006_Augustinus-Hipponensis_Dictum-Rheticii-de-baptismo.xml,Jacques-Paul Migne
Augustinus von Hippo,De magnificentiis S. Hieronymi,lat,022_Augustinus-Hipponensis_De-magnificentiis-S.-Hieronymi.xml,Jacques-Paul Migne
Augustinus von Hippo,Confessiones,lat,031_Augustinus-Hipponensis_Confessiones.xml,Jacques-Paul Migne
Augustinus von Hippo,De immortalitate animae,lat,032_Augustinus-Hipponensis_De-immortalitate-animae.xml,Jacques-Paul Migne
Augustinus von Hippo,De libero arbitrio,lat,032_Augustinus-Hipponensis_De-libero-arbitrio.xml,Jacques-Paul Migne
Augustinus von Hippo,De magistro,lat,032_Augustinus-Hipponensis_De-magistro.xml,Jacques-Paul Migne
Augustinus von Hippo,De moribus Ecclesiae,lat,032_Augustinus-Hipponensis_De-moribus-Ecclesiae.xml,Jacques-Paul Migne
Augustinus von Hippo,De musica,lat,032_Augustinus-Hipponensis_De-musica.xml,Jacques-Paul Migne
Augustinus von Hippo,De quantitate animae,lat,032_Augustinus-Hipponensis_De-quantitate-animae.xml,Jacques-Paul Migne
Augustinus von Hippo,Principia dialecticae,lat,032_Augustinus-Hipponensis_Principia-dialecticae.xml,Jacques-Paul Migne
Augustinus von Hippo,Regula,lat,032_Augustinus-Hipponensis_Regula.xml,Jacques-Paul Migne
Augustinus von Hippo,Soliloquia,lat,032_Augustinus-Hipponensis_Soliloquia.xml,Jacques-Paul Migne
Augustinus von Hippo,Epistolae,lat,033_Augustinus-Hipponensis_Epistolae.xml,Jacques-Paul Migne
Augustinus von Hippo,Annotationes in Job,lat,034_Augustinus-Hipponensis_Annotationes-in-Job.xml,Jacques-Paul Migne
Augustinus von Hippo,De Genesi contra Manichaeos,lat,034_Augustinus-Hipponensis_De-Genesi-contra-Manichaeos.xml,Jacques-Paul Migne
Augustinus von Hippo,De doctrina Christiana,lat,034_Augustinus-Hipponensis_De-doctrina-Christiana.xml,Jacques-Paul Migne
Augustinus von Hippo,De sequentibus libris,lat,034_Augustinus-Hipponensis_De-sequentibus-libris.xml,Jacques-Paul Migne
Augustinus von Hippo,De sermone Domini in monte,lat,034_Augustinus-Hipponensis_De-sermone-Domini-in-monte.xml,Jacques-Paul Migne
Augustinus von Hippo,De subsequenti opere,lat,034_Augustinus-Hipponensis_De-subsequenti-opere.xml,Jacques-Paul Migne
Augustinus von Hippo,De vera religione,lat,034_Augustinus-Hipponensis_De-vera-religione.xml,Jacques-Paul Migne
Augustinus von Hippo,Liber imperfectus de Genesi ad litteram,lat,034_Augustinus-Hipponensis_Liber-imperfectus-de-Genesi-ad-litteram.xml,Jacques-Paul Migne
Augustinus von Hippo,Speculum de Scriptura sacra,lat,034_Augustinus-Hipponensis_Speculum-de-Scriptura-sacra.xml,Jacques-Paul Migne
Augustinus von Hippo,Expositio Epistolae ad Galatas,lat,035_Augustinus-Hipponensis_Expositio-Epistolae-ad-Galatas.xml,Jacques-Paul Migne
Augustinus von Hippo,Expositio inchoata Epistolae ad Romanos,lat,035_Augustinus-Hipponensis_Expositio-inchoata-Epistolae-ad-Romanos.xml,Jacques-Paul Migne
Augustinus von Hippo,Expositio propositionum ex Epistola ad Romanos,lat,035_Augustinus-Hipponensis_Expositio-propositionum-ex-Epistola-ad-Romanos.xml,Jacques-Paul Migne
Augustinus von Hippo,In Epistolam Joannis ad Parthos tractatus X,lat,035_Augustinus-Hipponensis_In-Epistolam-Joannis-ad-Parthos-tractatus-X.xml,Jacques-Paul Migne
Augustinus von Hippo,In Joannis evangelium tractatus CXXIV,lat,035_Augustinus-Hipponensis_In-Joannis-evangelium-tractatus-CXXIV.xml,Jacques-Paul Migne
Augustinus von Hippo,Quaestiones Evangeliorum,lat,035_Augustinus-Hipponensis_Quaestiones-Evangeliorum.xml,Jacques-Paul Migne
Augustinus von Hippo,Quaestiones XVII in Matthaeum,lat,035_Augustinus-Hipponensis_Quaestiones-XVII-in-Matthaeum.xml,Jacques-Paul Migne
Augustinus von Hippo,De Psalmorum auctore,lat,036_Augustinus-Hipponensis_De-Psalmorum-auctore.xml,Jacques-Paul Migne
Augustinus von Hippo,Enarrationes in Psalmos,lat,036_Augustinus-Hipponensis_Enarrationes-in-Psalmos-1.xml,Jacques-Paul Migne
Augustinus von Hippo,Enarrationes in Psalmos [2],lat,037_Augustinus-Hipponensis_Enarrationes-in-Psalmos-2.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones de Sanctis,lat,038_Augustinus-Hipponensis_Sermones-de-Sanctis.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones de Scripturis,lat,038_Augustinus-Hipponensis_Sermones-de-Scripturis.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones de tempore,lat,038_Augustinus-Hipponensis_Sermones-de-tempore.xml,Jacques-Paul Migne
Augustinus von Hippo,Fragmenta sermonum,lat,039_Augustinus-Hipponensis_Fragmenta-sermonum.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones de diversis,lat,039_Augustinus-Hipponensis_Sermones-de-diversis.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones dubii,lat,039_Augustinus-Hipponensis_Sermones-dubii.xml,Jacques-Paul Migne
Augustinus von Hippo,Ad fratres in eremo commorantes,lat,040_Augustinus-Hipponensis_-Auctor-incertus_Ad-fratres-in-eremo-commorantes.xml,Jacques-Paul Migne
Augustinus von Hippo,Liber sententiarum,lat,040_Augustinus-Hipponensis_-Auctores-varii_Liber-sententiarum.xml,Jacques-Paul Migne
Augustinus von Hippo,De agone Christiano,lat,040_Augustinus-Hipponensis_De-agone-Christiano.xml,Jacques-Paul Migne
Augustinus von Hippo,De cantico novo,lat,040_Augustinus-Hipponensis_De-cantico-novo.xml,Jacques-Paul Migne
Augustinus von Hippo,De catechizandis rudibus,lat,040_Augustinus-Hipponensis_De-catechizandis-rudibus.xml,Jacques-Paul Migne
Augustinus von Hippo,De disciplina Christiana,lat,040_Augustinus-Hipponensis_De-disciplina-Christiana.xml,Jacques-Paul Migne
Augustinus von Hippo,De diversis quaestionibus ad Simplicianum,lat,040_Augustinus-Hipponensis_De-diversis-quaestionibus-ad-Simplicianum.xml,Jacques-Paul Migne
Augustinus von Hippo,De diversis quaestionibus,lat,040_Augustinus-Hipponensis_De-diversis-quaestionibus.xml,Jacques-Paul Migne
Augustinus von Hippo,De excidio urbis,lat,040_Augustinus-Hipponensis_De-excidio-urbis.xml,Jacques-Paul Migne
Augustinus von Hippo,De fide rerum quae non videntur,lat,040_Augustinus-Hipponensis_De-fide-rerum-quae-non-videntur.xml,Jacques-Paul Migne
Augustinus von Hippo,De fide spe et charitate,lat,040_Augustinus-Hipponensis_De-fide-spe-et-charitate.xml,Jacques-Paul Migne
Augustinus von Hippo,De quaestionibus Dulcitii,lat,040_Augustinus-Hipponensis_De-quaestionibus-Dulcitii.xml,Jacques-Paul Migne
Augustinus von Hippo,De utilitate jejunii,lat,040_Augustinus-Hipponensis_De-utilitate-jejunii.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo I de symbolo,lat,040_Augustinus-Hipponensis_Sermo-I-de-symbolo.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo II de symbolo,lat,040_Augustinus-Hipponensis_Sermo-II-de-symbolo.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo III de symbolo,lat,040_Augustinus-Hipponensis_Sermo-III-de-symbolo.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo IV de symbolo,lat,040_Augustinus-Hipponensis_Sermo-IV-de-symbolo.xml,Jacques-Paul Migne
Augustinus von Hippo,De civitate Dei,lat,041_Augustinus-Hipponensis_De-civitate-Dei.xml,Jacques-Paul Migne
Augustinus von Hippo,Adversus Judaeos,lat,042_Augustinus-Hipponensis_Adversus-Judaeos.xml,Jacques-Paul Migne
Augustinus von Hippo,Adversus V haereses,lat,042_Augustinus-Hipponensis_Adversus-V-haereses.xml,Jacques-Paul Migne
Augustinus von Hippo,Collatio cum Maximino episcopo Arianorum,lat,042_Augustinus-Hipponensis_Collatio-cum-Maximino-episcopo-Arianorum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Adimantum,lat,042_Augustinus-Hipponensis_Contra-Adimantum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Faustum Manichaeum,lat,042_Augustinus-Hipponensis_Contra-Faustum-Manichaeum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Fortunatum Manichaeum,lat,042_Augustinus-Hipponensis_Contra-Fortunatum-Manichaeum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Judaeos paganos et Arianos,lat,042_Augustinus-Hipponensis_Contra-Judaeos-paganos-et-Arianos.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Maximinum episcopum Arianorum,lat,042_Augustinus-Hipponensis_Contra-Maximinum-episcopum-Arianorum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Priscillianistas et Origenistas,lat,042_Augustinus-Hipponensis_Contra-Priscillianistas-et-Origenistas.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Sermonem Arianorum,lat,042_Augustinus-Hipponensis_Contra-Sermonem-Arianorum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra adversarium legis et prophetarum,lat,042_Augustinus-Hipponensis_Contra-adversarium-legis-et-prophetarum.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra epistolam Manichaei,lat,042_Augustinus-Hipponensis_Contra-epistolam-Manichaei.xml,Jacques-Paul Migne
Augustinus von Hippo,De Trinitate,lat,042_Augustinus-Hipponensis_De-Trinitate.xml,Jacques-Paul Migne
Augustinus von Hippo,De actis cum Felice Manichaeo,lat,042_Augustinus-Hipponensis_De-actis-cum-Felice-Manichaeo.xml,Jacques-Paul Migne
Augustinus von Hippo,De altercatione Ecclesiae et Synagogae,lat,042_Augustinus-Hipponensis_De-altercatione-Ecclesiae-et-Synagogae.xml,Jacques-Paul Migne
Augustinus von Hippo,De duabus animabus,lat,042_Augustinus-Hipponensis_De-duabus-animabus.xml,Jacques-Paul Migne
Augustinus von Hippo,De haeresibus,lat,042_Augustinus-Hipponensis_De-haeresibus.xml,Jacques-Paul Migne
Augustinus von Hippo,De utilitate credendi,lat,042_Augustinus-Hipponensis_De-utilitate-credendi.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Gaudentium,lat,043_Augustinus-Hipponensis_Contra-Gaudentium.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra epistolam Parmeniani,lat,043_Augustinus-Hipponensis_Contra-epistolam-Parmeniani.xml,Jacques-Paul Migne
Augustinus von Hippo,De baptismo contra Donatistas,lat,043_Augustinus-Hipponensis_De-baptismo-contra-Donatistas.xml,Jacques-Paul Migne
Augustinus von Hippo,Epistola ad Catholicos sive De unitate ecclesiae,lat,043_Augustinus-Hipponensis_Epistola-ad-Catholicos-sive-De-unitate-ecclesiae.xml,Jacques-Paul Migne
Augustinus von Hippo,Notitia ex libro II Rectractationum,lat,043_Augustinus-Hipponensis_Notitia-ex-libro-II-Rectractationum.xml,Jacques-Paul Migne
Augustinus von Hippo,Notitia ex libro II Retractationum,lat,043_Augustinus-Hipponensis_Notitia-ex-libro-II-Retractationum.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo ad plebem ecclesiae Caesareensis,lat,043_Augustinus-Hipponensis_Sermo-ad-plebem-ecclesiae-Caesareensis.xml,Jacques-Paul Migne
Augustinus von Hippo,Contra Julianum,lat,044_Augustinus-Hipponensis_Contra-Julianum.xml,Jacques-Paul Migne
Augustinus von Hippo,De anima et ejus origine,lat,044_Augustinus-Hipponensis_De-anima-et-ejus-origine.xml,Jacques-Paul Migne
Augustinus von Hippo,De correptione et gratia,lat,044_Augustinus-Hipponensis_De-correptione-et-gratia.xml,Jacques-Paul Migne
Augustinus von Hippo,De gratia Christi et de peccato originali,lat,044_Augustinus-Hipponensis_De-gratia-Christi-et-de-peccato-originali.xml,Jacques-Paul Migne
Augustinus von Hippo,De gratia et libero arbitrio,lat,044_Augustinus-Hipponensis_De-gratia-et-libero-arbitrio.xml,Jacques-Paul Migne
Augustinus von Hippo,De praedestinatione sanctorum,lat,044_Augustinus-Hipponensis_De-praedestinatione-sanctorum.xml,Jacques-Paul Migne
Augustinus von Hippo,Epistola CCVII,lat,044_Augustinus-Hipponensis_Epistola-CCVII.xml,Jacques-Paul Migne
Augustinus von Hippo,Epistola ad Valerium,lat,044_Augustinus-Hipponensis_Epistola-ad-Valerium.xml,Jacques-Paul Migne
Augustinus von Hippo,Epistolae ad Valentinum,lat,044_Augustinus-Hipponensis_Epistolae-ad-Valentinum.xml,Jacques-Paul Migne
Augustinus von Hippo,Notitia,lat,044_Augustinus-Hipponensis_Notitia.xml,Jacques-Paul Migne
Augustinus von Hippo,De dono perseverantiae,lat,045_Augustinus-Hipponensis_De-dono-perseverantiae.xml,Jacques-Paul Migne
Augustinus von Hippo,Opus imperfectum contra secundam responsionem Juliani,lat,045_Augustinus-Hipponensis_Opus-imperfectum-contra-secundam-responsionem-Juliani.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones 1,lat,046_Augustinus-Hipponensis_Sermones-1.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones inediti,lat,046_Augustinus-Hipponensis_Sermones-inediti.xml,Jacques-Paul Migne
Augustinus von Hippo,De oratione,lat,047_Augustinus-Hipponensis_De-oratione.xml,Jacques-Paul Migne
Augustinus von Hippo,De quatuor virtutibus charitatis,lat,047_Augustinus-Hipponensis_De-quatuor-virtutibus-charitatis.xml,Jacques-Paul Migne
Augustinus von Hippo,Homilia in Dominica II Adventus,lat,047_Augustinus-Hipponensis_Homilia-in-Dominica-II-Adventus.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermo in circumcisione Domini,lat,047_Augustinus-Hipponensis_Sermo-in-circumcisione-Domini.xml,Jacques-Paul Migne
Augustinus von Hippo,Sermones 2,lat,047_Augustinus-Hipponensis_Sermones-2.xml,Jacques-Paul Migne
Augustinus von Hippo,Additamentum,lat,101_Augustinus-Hipponensis_Additamentum.xml,Jacques-Paul Migne
Augustinus von Hippo,Quo genere cultus SS. Martyres venerandi sunt,lat,123_Augustinus-Hipponensis_Quo-genere-cultus-SS.-Martyres-venerandi-sunt.xml,Jacques-Paul Migne
Augustinus von Hippo,Excerptum de Manichaeis,lat,195_Augustinus-Hipponensis_Excerptum-de-Manichaeis.xml,Jacques-Paul Migne
Augustinus von Hippo,De dialectica,lat,Augustinus-Hipponensis_De-dialectica.xml,"Wilhelm Christian Crecelius, S. Aurelii Augustini de dialecta liber."
Augustinus von Hippo,De rhetorica,lat,dlt000028.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa006.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa014a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa015b.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa016.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa019.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa020.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa021.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa021a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa024b.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa025.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa027.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa029.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa029a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa031.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa031a.opp-lat1.xml,
Augustinus von Hippo,Corpus Scriptorum Ecclesiasticorum Latinorum (CSEL),lat,stoa0040.stoa033.opp-lat1.xml,
